    45.000    51.000    52.000    73.000    53.000     0.108     0.766     0.126     2.000
    42.000    50.000    67.000    45.000    55.000     0.026     0.692     0.282     2.000
    57.000    51.000    36.000    45.000    44.000     0.074     0.028     0.899     3.000
    51.000    60.000    61.000    31.000    64.000     0.026     0.055     0.919     3.000
    57.000    45.000    60.000    57.000    60.000     0.009     0.439     0.552     3.000
    47.000    56.000    54.000    48.000    45.000     0.076     0.285     0.639     3.000
    58.000    52.000    41.000    35.000    39.000     0.019     0.016     0.965     3.000
    51.000    50.000    36.000    46.000    54.000     0.298     0.045     0.657     3.000
    52.000    60.000    65.000    68.000    45.000     0.009     0.725     0.266     2.000
    50.000    51.000    56.000    56.000    49.000     0.037     0.478     0.484     3.000
    63.000    39.000    52.000    42.000    58.000     0.004     0.069     0.926     3.000
    35.000    37.000    53.000    60.000    51.000     0.098     0.857     0.045     2.000
    34.000    47.000    35.000    44.000    44.000     0.850     0.059     0.091     1.000
    52.000    43.000    61.000    50.000    43.000     0.006     0.548     0.446     2.000
    67.000    38.000    66.000    42.000    53.000     0.000     0.138     0.862     3.000
    51.000    43.000    50.000    30.000    53.000     0.033     0.072     0.894     3.000
    45.000    32.000    38.000    60.000    46.000     0.238     0.534     0.228     2.000
    33.000    46.000    47.000    54.000    53.000     0.546     0.374     0.080     1.000
    61.000    46.000    45.000    42.000    41.000     0.008     0.040     0.951     3.000
    55.000    47.000    58.000    30.000    68.000     0.013     0.055     0.932     3.000
    51.000    50.000    54.000    51.000    36.000     0.021     0.363     0.616     3.000
    58.000    54.000    41.000    65.000    66.000     0.187     0.110     0.704     3.000
    42.000    45.000    49.000    47.000    51.000     0.216     0.392     0.391     2.000
    52.000    53.000    65.000    40.000    50.000     0.008     0.239     0.753     3.000
    40.000    40.000    53.000    52.000    37.000     0.052     0.783     0.165     2.000
    61.000    57.000    59.000    59.000    58.000     0.009     0.192     0.799     3.000
    30.000    51.000    60.000    50.000    63.000     0.314     0.615     0.071     2.000
    50.000    49.000    69.000    41.000    40.000     0.003     0.480     0.517     3.000
    48.000    43.000    24.000    34.000    57.000     0.639     0.007     0.354     1.000
    40.000    67.000    25.000    37.000    63.000     0.958     0.001     0.041     1.000
    46.000    54.000    58.000    47.000    67.000     0.127     0.312     0.562     3.000
    45.000    52.000    47.000    55.000    41.000     0.180     0.377     0.443     3.000
    40.000    24.000    59.000    68.000    40.000     0.003     0.987     0.010     2.000
    33.000    30.000    53.000    40.000    48.000     0.116     0.769     0.115     2.000
    68.000    49.000    50.000    45.000    52.000     0.002     0.024     0.974     3.000
    35.000    59.000    47.000    59.000    41.000     0.550     0.330     0.119     1.000
    48.000    50.000    65.000    48.000    43.000     0.009     0.591     0.400     2.000
    49.000    40.000    29.000    38.000    61.000     0.515     0.020     0.464     1.000
    39.000    48.000    50.000    55.000    48.000     0.246     0.557     0.198     2.000
    52.000    45.000    74.000    77.000    60.000     0.001     0.966     0.033     2.000
    38.000    52.000    46.000    73.000    45.000     0.329     0.607     0.064     2.000
    49.000    41.000    63.000    48.000    59.000     0.014     0.615     0.371     2.000
    33.000    41.000    54.000    49.000    51.000     0.191     0.714     0.095     2.000
    44.000    53.000    53.000    48.000    49.000     0.139     0.356     0.506     3.000
    54.000    59.000    49.000    34.000    31.000     0.014     0.031     0.954     3.000
    25.000    67.000    43.000    60.000    36.000     0.909     0.076     0.015     1.000
    48.000    53.000    49.000    58.000    57.000     0.198     0.326     0.476     3.000
    56.000    46.000    44.000    54.000    37.000     0.031     0.183     0.785     3.000
    53.000    36.000    53.000    49.000    39.000     0.010     0.460     0.530     3.000
    57.000    41.000    35.000    31.000    52.000     0.051     0.013     0.936     3.000
    40.000    61.000    47.000    57.000    59.000     0.654     0.158     0.188     1.000
    48.000    43.000    60.000    57.000    47.000     0.013     0.763     0.224     2.000
    42.000    55.000    32.000    41.000    58.000     0.823     0.011     0.166     1.000
    47.000    47.000    60.000    65.000    37.000     0.009     0.867     0.124     2.000
    60.000    58.000    46.000    58.000    60.000     0.055     0.069     0.876     3.000
    47.000    49.000    67.000    52.000    58.000     0.014     0.706     0.280     2.000
    38.000    43.000    50.000    39.000    45.000     0.218     0.407     0.376     2.000
    52.000    43.000    60.000    56.000    53.000     0.011     0.626     0.363     2.000
    61.000    50.000    54.000    29.000    62.000     0.005     0.015     0.980     3.000
    49.000    57.000    34.000    52.000    40.000     0.396     0.053     0.551     3.000
    45.000    66.000    52.000    55.000    41.000     0.181     0.272     0.547     3.000
    49.000    66.000    50.000    44.000    50.000     0.132     0.066     0.802     3.000
    46.000    64.000    52.000    54.000    46.000     0.176     0.247     0.577     3.000
    50.000    40.000    55.000    38.000    48.000     0.020     0.267     0.713     3.000
    58.000    56.000    49.000    37.000    56.000     0.020     0.022     0.958     3.000
    54.000    45.000    49.000    54.000    52.000     0.045     0.274     0.682     3.000
    44.000    46.000    24.000    45.000    65.000     0.907     0.006     0.087     1.000
    58.000    52.000    48.000    53.000    40.000     0.018     0.125     0.856     3.000
    47.000    65.000    61.000    34.000    55.000     0.049     0.091     0.860     3.000
    45.000    37.000    62.000    30.000    50.000     0.015     0.414     0.572     3.000
    49.000    71.000    62.000    46.000    40.000     0.028     0.171     0.802     3.000
    51.000    48.000    57.000    41.000    33.000     0.010     0.262     0.729     3.000
    51.000    45.000    50.000    61.000    57.000     0.080     0.490     0.430     2.000
    39.000    58.000    42.000    54.000    49.000     0.700     0.121     0.179     1.000
    51.000    47.000    45.000    49.000    37.000     0.061     0.208     0.731     3.000
    51.000    61.000    45.000    43.000    53.000     0.148     0.042     0.809     3.000
    49.000    50.000    58.000    68.000    49.000     0.023     0.790     0.187     2.000
    56.000    53.000    50.000    54.000    66.000     0.070     0.131     0.798     3.000
    51.000    50.000    58.000    69.000    41.000     0.012     0.789     0.199     2.000
    36.000    57.000    28.000    61.000    58.000     0.978     0.008     0.014     1.000
    28.000    49.000    43.000    58.000    44.000     0.733     0.238     0.028     1.000
    74.000    44.000    45.000    44.000    35.000     0.000     0.012     0.988     3.000
    59.000    56.000    61.000    72.000    62.000     0.012     0.542     0.445     2.000
    51.000    38.000    35.000    57.000    27.000     0.107     0.316     0.578     3.000
    44.000    58.000    52.000    43.000    53.000     0.206     0.173     0.621     3.000
    43.000    56.000    46.000    46.000    56.000     0.436     0.124     0.440     3.000
    56.000    38.000    65.000    71.000    54.000     0.001     0.893     0.106     2.000
    41.000    57.000    55.000    61.000    44.000     0.132     0.664     0.204     2.000
    47.000    41.000    61.000    39.000    41.000     0.010     0.496     0.494     2.000
    56.000    61.000    42.000    29.000    55.000     0.050     0.006     0.944     3.000
    39.000    39.000    62.000    63.000    51.000     0.015     0.951     0.035     2.000
    52.000    49.000    54.000    44.000    39.000     0.017     0.216     0.767     3.000
    60.000    35.000    59.000    45.000    40.000     0.001     0.296     0.702     3.000
    58.000    47.000    47.000    31.000    39.000     0.007     0.025     0.968     3.000
    53.000    56.000    65.000    67.000    31.000     0.003     0.772     0.226     2.000
    31.000    83.000    39.000    49.000    61.000     0.985     0.002     0.013     1.000
    46.000    59.000    46.000    34.000    49.000     0.189     0.044     0.767     3.000
    41.000    38.000    39.000    63.000    46.000     0.376     0.492     0.132     2.000
    48.000    59.000    43.000    50.000    65.000     0.456     0.059     0.485     3.000
    44.000    33.000    58.000    40.000    56.000     0.031     0.623     0.346     2.000
    31.000    48.000    47.000    38.000    66.000     0.823     0.090     0.087     1.000
    50.000    60.000    53.000    51.000    73.000     0.206     0.130     0.663     3.000
    36.000    27.000    74.000    63.000    45.000     0.000     0.996     0.004     2.000
    39.000    57.000    56.000    48.000    52.000     0.237     0.425     0.339     2.000
    57.000    59.000    51.000    43.000    77.000     0.067     0.030     0.903     3.000
    53.000    42.000    59.000    62.000    59.000     0.014     0.696     0.290     2.000
    42.000    48.000    51.000    61.000    72.000     0.381     0.450     0.169     2.000
    56.000    73.000    44.000    62.000    56.000     0.198     0.046     0.756     3.000
    57.000    43.000    61.000    53.000    53.000     0.005     0.426     0.569     3.000
    51.000    51.000    51.000    41.000    64.000     0.088     0.099     0.813     3.000
    65.000    48.000    56.000    54.000    61.000     0.004     0.111     0.884     3.000
    54.000    52.000    53.000    45.000    48.000     0.024     0.135     0.842     3.000
    59.000    67.000    52.000    24.000    50.000     0.007     0.004     0.989     3.000
    47.000    42.000    53.000    54.000    46.000     0.043     0.616     0.341     2.000
    43.000    48.000    36.000    59.000    63.000     0.785     0.084     0.131     1.000
    65.000    47.000    55.000    54.000    45.000     0.002     0.132     0.866     3.000
    52.000    41.000    39.000    52.000    52.000     0.167     0.167     0.666     3.000
    41.000    28.000    50.000    51.000    37.000     0.032     0.843     0.125     2.000
    45.000    48.000    50.000    55.000    64.000     0.260     0.381     0.358     2.000
    34.000    28.000    47.000    43.000    63.000     0.380     0.507     0.113     2.000
    52.000    48.000    36.000    36.000    40.000     0.105     0.029     0.867     3.000
    52.000    42.000    68.000    51.000    38.000     0.001     0.730     0.269     2.000
    59.000    55.000    48.000    42.000    58.000     0.024     0.029     0.947     3.000
    52.000    48.000    32.000    56.000    48.000     0.366     0.075     0.559     3.000
    57.000    43.000    40.000    35.000    49.000     0.032     0.026     0.942     3.000
    44.000    43.000    59.000    66.000    57.000     0.029     0.887     0.084     2.000
    44.000    49.000    57.000    64.000    60.000     0.083     0.759     0.158     2.000
    48.000    58.000    44.000    40.000    41.000     0.145     0.061     0.794     3.000
    67.000    51.000    54.000    64.000    28.000     0.001     0.203     0.796     3.000
    48.000    44.000    60.000    35.000    58.000     0.026     0.264     0.710     3.000
    53.000    48.000    54.000    47.000    37.000     0.014     0.260     0.727     3.000
    39.000    70.000    43.000    49.000    51.000     0.775     0.038     0.187     1.000
    53.000    36.000    57.000    59.000    38.000     0.004     0.749     0.247     2.000
    64.000    47.000    44.000    56.000    51.000     0.014     0.072     0.914     3.000
    47.000    45.000    49.000    35.000    49.000     0.082     0.141     0.778     3.000
    61.000    44.000    58.000    43.000    64.000     0.005     0.102     0.893     3.000
    42.000    73.000    40.000    48.000    49.000     0.731     0.020     0.249     1.000
    42.000    45.000    43.000    56.000    44.000     0.319     0.412     0.269     2.000
    43.000    42.000    42.000    63.000    47.000     0.292     0.520     0.188     2.000
    35.000    40.000    46.000    44.000    48.000     0.415     0.398     0.186     1.000
