ID,age,var1,var2,var3,var4,var5,row_id,Class
37,65,2.19881034888372,-0.0735560191364783,1.07401226028199,0.356283344862047,-0.995798724851333,21,1
38,61,1.31241297643351,-1.16865142442436,-0.0273469664137418,-0.658010207949479,-1.03995504376619,22,1
39,64,-0.265145056696353,-0.634748264908909,-0.0333303422759193,0.855202205064192,-0.0179802405766626,23,1
40,67,0.54319405923209,-0.0288415529283144,-1.5160676231511,1.15293622555862,-0.132175132856735,24,1
44,60,-0.594617267459511,0.756406438545484,-1.41202579265831,2.16141584630279,2.41620737314833,25,1
45,65,1.65090746733669,-0.538809159977592,-0.299762496646272,0.276315532135793,0.685198238051097,26,1
48,68,0.243687429599092,0.267835015331683,-1.2175999877636,-1.56528176503053,2.83222602391551,27,1
52,65,1.67569693240319,-2.64314895202898,-2.60169967025765,0.821506780448618,0.187051146554012,28,1
53,70,-0.441163216905286,-0.092941018479472,-0.453197829994837,-0.194152409320457,0.227542728568814,29,1
54,67,-0.723065969939874,0.430284696359987,-0.675482291592071,1.21458879448256,-1.26190046286905,30,1
55,66,-1.23627311888329,0.53539884086815,-1.22292617936591,-0.921516042869578,0.285589580242562,31,1
60,61,0.707588353835588,1.27226677946852,0.178190188418023,0.789817921820499,0.898396240682948,32,1
61,63,-0.363657297095253,-0.718466221319259,-0.875255477495516,-0.267706421557085,-1.64849481838129,33,1
63,64,-0.70459646368007,2.39745248004976,0.170588081840838,-0.368352575126506,1.65354723467773,34,1
67,62,1.95529396549246,-0.190516802042901,-0.678503145418437,1.05432227197535,-1.19693521218868,35,1
68,67,-0.0903195939658516,0.378423903636832,-1.85557165391804,-0.5973300913628,0.300131566881373,36,1
72,62,-1.31701613230524,-1.07742065311198,-1.94295641358195,0.283878906352351,-1.13689311169114,37,1
74,66,0.418982404924464,1.08477508986065,1.13939629170942,-0.818669777519803,0.428332039471543,38,1
75,62,0.32430434416138,-2.22498769648741,0.636124035182149,0.0562148493828386,0.0549119698396297,39,1
78,64,-0.502198718342861,0.454769268982633,0.271066756750545,2.6848589992268,0.6061302614356,40,1
79,67,1.4960606698463501,0.659902638142608,0.157353347216158,-0.458390139092389,-0.0889305674506674,41,1
81,69,-0.179051594380198,-0.645113956859792,-0.39579795028889603,0.649791867153518,0.464091233852381,42,1
83,69,-0.100974885328808,0.438818700714454,-0.830811527336248,-0.643567387027114,-1.31345091651841,43,1
85,61,-0.664769435274062,-2.05233698390195,0.740814523725905,1.6155453232072,1.75175714975545,44,1
86,69,0.485459978904878,-1.63637926805902,0.989971608627113,-0.0296939710498354,0.0557647746125201,45,1
92,62,-0.088565112138884,-2.66092279846568,-0.828174270396797,-0.603531247788338,0.584705260241351,46,1
93,67,1.08079949615152,1.11027709663882,1.02025301216443,-1.45884941443809,-0.806452822691705,47,1
98,70,-0.489870453138474,-0.348472448955611,1.38051452831454,0.142458432045787,-0.61298775489485,48,1
99,66,0.0471544327615272,0.518503765888248,1.96624801545563,-1.38948352398816,1.11613661549039,49,1
101,65,7.29307897383109,3.90721279089849,-2.2490510903324,-0.163284932229294,-0.162483131902855,50,2
103,66,4.86684903567106,5.74090001127427,0.205561208449975,-1.86022757421841,-1.08914519088452,51,2
104,69,3.24347260444236,6.72426223915645,-0.155345347144399,1.13105465184602,0.457786957944971,52,2
105,64,4.61122013592826,5.0651539325793,0.568288620777075,-0.527234257233921,-0.0711267337208945,53,2
106,65,5.0892072230733,6.12500274582817,1.01067796451426,1.66599089998742,1.77910266685145,54,2
109,70,5.68430942941646,3.67704888724478,0.397842208800339,-1.09955094170275,-1.02554224849711,55,2
110,63,3.60472565020053,4.76064843286188,-0.550223741489138,0.903516426361675,-0.582401674605252,56,2
114,66,5.07455117717373,4.67385610749465,-1.32775547560413,1.84326625457782,-0.334338052169782,57,2
115,68,5.42816676497051,5.37300465580492,-0.853623696727242,1.24642390866165,-0.105559908794475,58,2
116,66,5.02467498282614,4.77231593510447,-0.693304527930666,-0.131874911824015,-0.730509672807828,59,2
117,61,3.33252490241434,5.02045070852503,0.38230514254637,0.4770372382847,1.9050435849087,60,2
123,66,5.221019468561,5.91477327085563,-0.239029068152564,-1.03813103968721,-0.891521574354298,61,2
124,63,6.64084616597749,4.42560544781562,0.483617533838269,-0.604513230334117,0.918341171021649,62,2
125,60,4.78094962106652,6.62688121419468,-0.32132484216839,-0.764606013753569,-0.45270064650823,63,2
126,67,5.16806538388466,4.61904326070599,-2.07848926886002,0.395295870013499,-1.74837228000318,64,2
129,70,6.14526311038036,6.2940839061455804,1.19160126851033,-1.11641641193354,0.572811529859585,65,2
132,67,5.06670087093018,3.64192094062939,2.45806049186527,-0.70100361225327,0.444287051411554,66,2
133,62,6.86685184470686,5.18184719261983,-0.162421942479419,0.241045932501223,0.439130388388555,67,2
134,63,3.64909731396929,5.16484086791847,-0.0974512501056172,-0.352453199227956,1.04062315291451,68,2
138,69,4.24731103178226,4.00630140890129,-1.54044240529001,-0.79131387881947,0.800622356509766,69,2
140,70,3.94748672066126,5.75106130260632,0.118849433004561,1.63905190875156,-1.40078743399573,70,2
141,67,4.5628404668196,3.4908334626713,-1.36470945798691,1.08461700867092,0.160277539993178,71,2
145,61,6.23667504641657,5.15012013118814,0.226324942381064,0.301313651718405,-1.31999652648691,72,2
146,70,7.03757401824044,4.9207882907414104,0.748081162493843,0.260361490736558,0.161226351326199,73,2
149,65,3.27326960088567,5.88246516439659,-0.0936367939110456,0.100919859012857,2.42448914116153,74,2
150,67,4.39849329199322,5.20559750448339,-0.0867141349819251,-1.77997728796762,-0.915979243686792,75,2
152,63,5.7035239027569,4.26520074807872,1.12507189227799,1.0966084717214,0.825149727768283,76,2
157,60,5.23743027249103,5.96726726016791,-1.04167329428932,-0.414015863042303,-0.643194791593663,77,2
158,67,6.21810861032581,4.89171990876551,-1.72830451532074,-0.212150532081949,-1.43684344365778,78,2
159,67,3.66122571276503,4.30157933240561,0.641830027651616,-0.0365372222047413,1.39531343894608,79,2
160,69,5.6608202977898,4.72405483157446,-1.52931053118042,0.365018751433036,-0.190703432644857,80,2
161,67,4.47708762368658,6.11464854536198,0.00168368848420991,0.665159875745969,-0.524671199469671,81,2
164,68,5.63296071303145,5.13909785716177,0.189426237514811,0.196278045472469,-0.443749311866524,82,2
165,66,6.33551761505939,5.41027509649042,-0.732853806297125,2.48799787722146,0.299865250136145,83,2
166,66,5.0072900903169,4.44154308765187,0.986365859895462,0.431098928114991,-1.56842462075497,84,2
167,69,6.01755863695209,5.60537066893033,1.73863376690625,0.188753109329833,0.490302642672068,85,2
168,70,3.81156596485202,4.49366645781076,0.881178808925443,-1.34224312528345,-0.0961632010799668,86,2
169,60,4.27839555956399,3.57943449530426,-1.94365090132398,0.00285604762222659,0.468525122530146,87,2
171,69,5.37738797302393,6.94585121773144,-0.056055946186268,-0.0110458298093738,-1.02298384214794,88,2
174,70,4.79921898441088,5.35885572309315,-0.0966860732067051,-0.720773631820122,1.29904996668359,89,2
175,70,5.86577940433449,4.39144282168378,-0.0752631976487263,-0.214504515399774,1.57914556180809,90,2
177,66,5.62418747202065,4.72675189318807,0.711601922486244,1.04908662655933,-0.35893656058468,91,2
179,68,6.67105482886294,5.70416728392972,2.38292669523033,-1.68591645453874,0.0692364778530165,92,2
180,68,5.05601673327496,3.80263649763459,0.664415863694087,-0.844583428535954,0.0969042337010548,93,2
181,64,4.9480180938191,5.86636613211277,0.207381157385307,-0.457760533240508,0.29003438776557,94,2
184,65,4.42814994210444,5.63949199790053,-0.482676821796308,2.00668069083189,1.19707766374608,95,2
185,60,4.02599041719591,7.43022665234451,2.37473471509539,-0.272267534418351,-0.548627361103323,96,2
186,69,4.82009376895246,4.44278451805839,0.374643568004988,-1.21394447023951,0.303045695225451,97,2
190,66,5.11663728358271,5.24982471992656,0.213957979642262,0.233633614089869,0.173104873492955,98,2
192,68,5.33390294249923,3.54102927146308,-0.120393824622494,-1.6218582591242101,0.117459584626988,99,2
194,65,4.96696384072401,4.4730748238744,-0.2014581469715,0.310450080541646,0.278294913305364,100,2
197,64,4.7947007425318,4.166156419465,0.539790605536274,0.784170879094338,0.510273251139431,101,2
199,62,5.27376649103655,3.91241928592307,0.616567817477434,0.156702987375728,-0.0659609463524635,102,2
