    -1.703    -1.947     0.262    -0.868    -0.192     0.116     0.115     0.769     3.000
     2.061    -0.078    -0.038    -0.398     0.210     0.002     0.974     0.024     2.000
    -1.488     0.906    -0.338     0.916    -0.895     0.550     0.119     0.330     1.000
    -0.090     0.020     1.462    -0.117    -0.694     0.009     0.400     0.591     3.000
     0.018    -0.964    -2.139    -1.055     1.114     0.515     0.464     0.020     1.000
    -1.058    -0.177    -0.038     0.540    -0.192     0.246     0.198     0.557     3.000
     0.340    -0.472     2.363     2.605     1.014     0.001     0.033     0.966     3.000
    -1.165     0.217    -0.438     2.229    -0.493     0.329     0.064     0.607     3.000
     0.018    -0.865     1.262    -0.117     0.913     0.014     0.371     0.615     3.000
    -1.703    -0.865     0.362    -0.023     0.110     0.191     0.095     0.714     3.000
    -0.520     0.315     0.262    -0.117    -0.091     0.139     0.506     0.356     2.000
     0.556     0.906    -0.138    -1.431    -1.900     0.014     0.954     0.031     2.000
    -2.564     1.693    -0.738     1.009    -1.397     0.909     0.015     0.076     1.000
    -0.090     0.315    -0.138     0.822     0.712     0.198     0.476     0.326     2.000
     0.771    -0.373    -0.638     0.446    -1.297     0.031     0.785     0.183     2.000
     0.448    -1.357     0.262    -0.023    -1.096     0.010     0.530     0.460     2.000
     0.878    -0.865    -1.538    -1.712     0.210     0.051     0.936     0.013     2.000
    -0.950     1.102    -0.338     0.728     0.913     0.654     0.188     0.158     1.000
    -0.090    -0.668     0.962     0.728    -0.292     0.013     0.224     0.763     3.000
    -0.735     0.512    -1.839    -0.774     0.813     0.823     0.166     0.011     1.000
    -0.197    -0.275     0.962     1.479    -1.297     0.009     0.124     0.867     3.000
     1.201     0.807    -0.438     0.822     1.014     0.055     0.876     0.069     2.000
    -0.197    -0.078     1.662     0.259     0.813     0.014     0.280     0.706     3.000
    -1.165    -0.668    -0.038    -0.962    -0.493     0.218     0.376     0.407     3.000
     0.340    -0.668     0.962     0.634     0.310     0.011     0.363     0.626     3.000
     1.309     0.020     0.362    -1.900     1.215     0.005     0.980     0.015     2.000
     0.018     0.709    -1.638     0.259    -0.996     0.396     0.551     0.053     2.000
    -0.413     1.594     0.162     0.540    -0.895     0.181     0.547     0.272     2.000
     0.018     1.594    -0.038    -0.492     0.009     0.132     0.802     0.066     2.000
    -0.305     1.397     0.162     0.446    -0.393     0.176     0.577     0.247     2.000
     0.125    -0.964     0.462    -1.055    -0.192     0.020     0.713     0.267     2.000
     0.986     0.610    -0.138    -1.149     0.612     0.020     0.958     0.022     2.000
     0.556    -0.472    -0.138     0.446     0.210     0.045     0.682     0.274     2.000
    -0.520    -0.373    -2.639    -0.398     1.516     0.907     0.087     0.006     1.000
     0.986     0.217    -0.238     0.352    -0.996     0.018     0.856     0.125     2.000
    -0.197     1.496     1.062    -1.431     0.511     0.049     0.860     0.091     2.000
    -0.413    -1.259     1.162    -1.806     0.009     0.015     0.572     0.414     2.000
     0.018     2.086     1.162    -0.305    -0.996     0.028     0.802     0.171     2.000
     0.233    -0.177     0.662    -0.774    -1.699     0.010     0.729     0.262     2.000
     0.233    -0.472    -0.038     1.103     0.712     0.080     0.430     0.490     3.000
    -1.058     0.807    -0.838     0.446    -0.091     0.700     0.179     0.121     1.000
     0.233    -0.275    -0.538    -0.023    -1.297     0.061     0.731     0.208     2.000
     0.233     1.102    -0.538    -0.586     0.310     0.148     0.809     0.042     2.000
     0.018     0.020     0.762     1.760    -0.091     0.023     0.187     0.790     3.000
     0.771     0.315    -0.038     0.446     1.616     0.070     0.798     0.131     2.000
     0.233     0.020     0.762     1.854    -0.895     0.012     0.199     0.789     3.000
    -1.381     0.709    -2.239     1.103     0.813     0.978     0.014     0.008     1.000
    -2.241    -0.078    -0.738     0.822    -0.594     0.733     0.028     0.238     1.000
     2.707    -0.570    -0.538    -0.492    -1.498     0.000     0.988     0.012     2.000
     1.093     0.610     1.062     2.136     1.215     0.012     0.445     0.542     3.000
     0.233    -1.160    -1.538     0.728    -2.302     0.107     0.578     0.316     2.000
    -0.520     0.807     0.162    -0.586     0.310     0.206     0.621     0.173     2.000
    -0.628     0.610    -0.438    -0.305     0.612     0.436     0.440     0.124     2.000
     0.771    -1.160     1.462     2.042     0.411     0.001     0.106     0.893     3.000
    -0.843     0.709     0.462     1.103    -0.594     0.132     0.204     0.664     3.000
    -0.197    -0.865     1.062    -0.962    -0.895     0.010     0.494     0.496     3.000
     0.771     1.102    -0.838    -1.900     0.511     0.050     0.944     0.006     2.000
    -1.058    -1.062     1.162     1.291     0.110     0.015     0.035     0.951     3.000
     0.340    -0.078     0.362    -0.492    -1.096     0.017     0.767     0.216     2.000
     1.201    -1.455     0.862    -0.398    -0.996     0.001     0.702     0.296     2.000
     0.986    -0.275    -0.338    -1.712    -1.096     0.007     0.968     0.025     2.000
     0.448     0.610     1.462     1.666    -1.900     0.003     0.226     0.772     3.000
    -1.918     3.267    -1.138    -0.023     1.114     0.985     0.013     0.002     1.000
    -0.305     0.906    -0.438    -1.431    -0.091     0.189     0.767     0.044     2.000
    -0.843    -1.160    -1.138     1.291    -0.393     0.376     0.132     0.492     3.000
    -0.090     0.906    -0.738     0.071     1.516     0.456     0.485     0.059     2.000
    -0.520    -1.652     0.762    -0.868     0.612     0.031     0.346     0.623     3.000
    -1.918    -0.177    -0.338    -1.055     1.616     0.823     0.087     0.090     1.000
     0.125     1.004     0.262     0.165     2.320     0.206     0.663     0.130     2.000
    -1.381    -2.242     2.363     1.291    -0.493     0.000     0.004     0.996     3.000
    -1.058     0.709     0.562    -0.117     0.210     0.237     0.339     0.425     3.000
     0.878     0.906     0.062    -0.586     2.721     0.067     0.903     0.030     2.000
     0.448    -0.767     0.862     1.197     0.913     0.014     0.290     0.696     3.000
    -0.735    -0.177     0.062     1.103     2.219     0.381     0.169     0.450     3.000
     0.771     2.283    -0.638     1.197     0.612     0.198     0.756     0.046     2.000
     0.878    -0.668     1.062     0.352     0.310     0.005     0.569     0.426     2.000
     0.233     0.119     0.062    -0.774     1.415     0.088     0.813     0.099     2.000
     1.739    -0.177     0.562     0.446     1.114     0.004     0.884     0.111     2.000
     0.556     0.217     0.262    -0.398    -0.192     0.024     0.842     0.135     2.000
     1.093     1.693     0.162    -2.369     0.009     0.007     0.989     0.004     2.000
    -0.197    -0.767     0.262     0.446    -0.393     0.043     0.341     0.616     3.000
    -0.628    -0.177    -1.438     0.916     1.315     0.785     0.131     0.084     1.000
     1.739    -0.275     0.462     0.446    -0.493     0.002     0.866     0.132     2.000
     0.340    -0.865    -1.138     0.259     0.210     0.167     0.666     0.167     2.000
    -0.843    -2.144    -0.038     0.165    -1.297     0.032     0.125     0.843     3.000
    -0.413    -0.177    -0.038     0.540     1.415     0.260     0.358     0.381     3.000
    -1.596    -2.144    -0.338    -0.586     1.315     0.380     0.113     0.507     3.000
     0.340    -0.177    -1.438    -1.243    -0.996     0.105     0.867     0.029     2.000
     0.340    -0.767     1.762     0.165    -1.196     0.001     0.269     0.730     3.000
     1.093     0.512    -0.238    -0.680     0.813     0.024     0.947     0.029     2.000
     0.340    -0.177    -1.839     0.634    -0.192     0.366     0.559     0.075     2.000
     0.878    -0.668    -1.038    -1.337    -0.091     0.032     0.942     0.026     2.000
    -0.520    -0.668     0.862     1.572     0.712     0.029     0.084     0.887     3.000
    -0.520    -0.078     0.662     1.385     1.014     0.083     0.158     0.759     3.000
    -0.090     0.807    -0.638    -0.868    -0.895     0.145     0.794     0.061     2.000
     1.954     0.119     0.362     1.385    -2.201     0.001     0.796     0.203     2.000
    -0.090    -0.570     0.962    -1.337     0.813     0.026     0.710     0.264     2.000
     0.448    -0.177     0.362    -0.211    -1.297     0.014     0.727     0.260     2.000
    -1.058     1.988    -0.738    -0.023     0.110     0.775     0.187     0.038     1.000
     0.448    -1.357     0.662     0.916    -1.196     0.004     0.247     0.749     3.000
     1.631    -0.275    -0.638     0.634     0.110     0.014     0.914     0.072     2.000
    -0.197    -0.472    -0.138    -1.337    -0.091     0.082     0.778     0.141     2.000
     1.309    -0.570     0.762    -0.586     1.415     0.005     0.893     0.102     2.000
    -0.735     2.283    -1.038    -0.117    -0.091     0.731     0.249     0.020     1.000
    -0.735    -0.472    -0.738     0.634    -0.594     0.319     0.269     0.412     3.000
    -0.628    -0.767    -0.838     1.291    -0.292     0.292     0.188     0.520     3.000
    -1.488    -0.964    -0.438    -0.492    -0.192     0.415     0.186     0.398     1.000
