     1.416     0.020     2.263     0.352    -2.302     0.000     0.000     0.000     0.007     0.993     5.000
    -1.058     0.906    -0.338    -0.774    -1.297     0.836     0.026     0.000     0.114     0.023     1.000
    -1.058     0.807    -0.438    -0.586    -0.192     0.852     0.014     0.002     0.120     0.012     1.000
     0.340     1.594    -0.738    -2.463    -0.393     0.097     0.242     0.003     0.657     0.001     4.000
    -0.413     0.119    -2.039    -0.117     1.014     0.037     0.037     0.925     0.001     0.000     3.000
     2.707     1.201     0.662    -0.774    -0.292     0.000     0.005     0.000     0.969     0.026     4.000
    -1.381    -1.652     0.962    -0.586     0.009     0.045     0.000     0.000     0.029     0.926     5.000
    -1.596    -0.767    -0.938     0.259     1.014     0.914     0.004     0.068     0.011     0.002     1.000
     0.771     0.119     1.162     0.634     0.712     0.003     0.000     0.000     0.255     0.742     5.000
     0.878    -0.570    -0.038     0.259    -0.292     0.065     0.067     0.000     0.680     0.188     4.000
     0.771     0.217     0.362    -0.680     0.712     0.019     0.004     0.000     0.880     0.097     4.000
     0.340    -1.652     1.162     0.634     0.110     0.002     0.000     0.000     0.037     0.962     5.000
     0.556     0.512    -0.738     1.666     0.511     0.424     0.192     0.010     0.354     0.020     1.000
    -1.273    -0.472     0.762     0.728     0.813     0.170     0.000     0.000     0.060     0.770     5.000
     0.771    -0.472     0.962    -0.774    -0.694     0.004     0.001     0.000     0.343     0.652     5.000
    -1.165    -0.177     1.562     0.728    -1.598     0.004     0.000     0.000     0.003     0.993     5.000
    -0.520    -0.570     1.562     1.291     1.014     0.002     0.000     0.000     0.013     0.984     5.000
    -2.456    -1.652     1.062    -0.680    -1.598     0.071     0.000     0.000     0.003     0.926     5.000
    -1.058     0.610    -1.338    -0.023     0.210     0.750     0.050     0.183     0.017     0.000     1.000
     0.771     0.020     0.562    -1.149    -0.393     0.012     0.005     0.000     0.770     0.213     4.000
     0.771    -2.931    -0.338    -0.868     0.813     0.061     0.119     0.002     0.693     0.125     4.000
    -0.090     1.102     0.062    -0.962     2.320     0.105     0.001     0.001     0.878     0.015     4.000
    -1.165    -0.668     1.162     0.822    -0.694     0.018     0.000     0.000     0.010     0.972     5.000
     1.416     0.217     0.762     0.446    -0.091     0.004     0.002     0.000     0.583     0.411     4.000
    -1.703     0.315    -1.839     1.009     0.310     0.401     0.009     0.589     0.000     0.000     3.000
     0.018    -1.062     0.362     1.009    -0.795     0.076     0.004     0.000     0.115     0.805     5.000
    -0.520    -1.455    -0.338    -2.088    -0.393     0.400     0.083     0.002     0.452     0.064     4.000
    -1.165     1.496    -0.338    -0.492    -1.297     0.885     0.016     0.000     0.084     0.015     1.000
     0.233     1.889    -0.638     1.479    -1.699     0.502     0.319     0.000     0.162     0.018     1.000
    -0.950     0.610     0.062     1.385    -0.895     0.715     0.004     0.000     0.066     0.216     1.000
     0.233     0.217     0.662    -0.211     0.210     0.037     0.001     0.000     0.528     0.434     4.000
     0.556     0.119     0.362     0.728     0.009     0.060     0.006     0.000     0.527     0.407     4.000
     0.663     0.315     0.262    -0.211    -0.996     0.051     0.027     0.000     0.673     0.249     4.000
     0.448    -0.275    -0.638    -1.525    -0.493     0.118     0.349     0.002     0.522     0.009     4.000
     1.631     1.004     0.062     0.540    -0.493     0.014     0.057     0.000     0.868     0.061     4.000
    -0.950     0.709    -0.438    -1.055    -0.694     0.789     0.031     0.002     0.164     0.014     1.000
     1.846    -0.570    -1.839     0.446    -0.996     0.001     0.992     0.003     0.003     0.000     2.000
    -0.413     0.119     0.162     2.229     0.310     0.424     0.002     0.000     0.121     0.453     5.000
    -0.735     0.020     1.662    -0.398     0.511     0.004     0.000     0.000     0.042     0.955     5.000
     0.878     0.119    -1.438    -0.398    -0.594     0.031     0.909     0.017     0.043     0.000     2.000
     0.233     1.004     1.062    -1.712     1.415     0.007     0.000     0.000     0.857     0.136     4.000
     0.878    -0.472     0.962     0.728     1.014     0.005     0.000     0.000     0.304     0.691     5.000
    -0.197     0.610     0.362    -0.117    -0.493     0.184     0.005     0.000     0.474     0.336     4.000
     0.986     0.217    -0.938    -1.337    -1.096     0.028     0.783     0.001     0.187     0.001     2.000
     0.233     0.020    -1.438    -0.305     0.411     0.195     0.502     0.223     0.079     0.000     2.000
     0.340     1.004     1.462     1.760    -0.493     0.002     0.000     0.000     0.036     0.961     5.000
     0.125     0.119     0.562     0.634    -0.091     0.065     0.002     0.000     0.319     0.615     5.000
     1.524    -1.062     0.162    -0.680     0.813     0.006     0.016     0.000     0.905     0.074     4.000
    -1.488    -1.259     0.262     1.009     0.110     0.508     0.000     0.000     0.028     0.463     1.000
    -1.596    -0.275    -1.538    -0.492    -0.594     0.745     0.053     0.198     0.003     0.000     1.000
     0.340    -0.668     1.062     0.071    -0.694     0.005     0.000     0.000     0.097     0.898     5.000
     1.954    -1.160     1.562    -0.680     0.310     0.000     0.000     0.000     0.262     0.738     5.000
     0.233    -0.668    -0.038    -1.806     0.310     0.074     0.024     0.000     0.847     0.055     4.000
    -0.413    -1.751    -1.238     1.009    -0.393     0.609     0.300     0.063     0.023     0.005     1.000
    -1.703    -0.373    -0.338     0.446     0.310     0.955     0.001     0.002     0.019     0.023     1.000
     1.309    -0.373    -0.538    -0.680    -0.895     0.025     0.511     0.000     0.452     0.012     2.000
     0.663    -0.275     0.762    -1.806     1.817     0.005     0.000     0.000     0.908     0.087     4.000
     0.233     0.020     0.362     0.165    -1.397     0.085     0.015     0.000     0.341     0.559     5.000
     0.986     0.414    -0.938     1.479     1.616     0.210     0.217     0.060     0.508     0.005     4.000
    -0.735    -0.472    -0.138    -0.211     0.110     0.636     0.012     0.001     0.233     0.119     1.000
     0.340     0.315     1.462    -0.868     0.009     0.002     0.000     0.000     0.229     0.769     5.000
    -0.950    -0.964     0.262     0.259    -1.297     0.321     0.004     0.000     0.067     0.609     5.000
     1.309     0.709     0.862     0.916     0.813     0.005     0.001     0.000     0.623     0.372     4.000
    -2.026     0.119     0.962     0.071     1.315     0.308     0.000     0.000     0.054     0.637     5.000
     0.125    -0.078     1.863    -0.774    -0.996     0.000     0.000     0.000     0.031     0.969     5.000
    -0.090    -0.668    -2.639    -1.431     0.712     0.001     0.033     0.966     0.000     0.000     3.000
    -0.950     1.693    -2.539    -1.149     1.315     0.003     0.002     0.995     0.000     0.000     3.000
    -0.305     0.414     0.762    -0.211     1.717     0.069     0.000     0.000     0.574     0.357     4.000
    -0.413     0.217    -0.338     0.540    -0.895     0.688     0.056     0.001     0.176     0.080     1.000
    -0.950    -2.538     0.862     1.760    -0.996     0.010     0.000     0.000     0.002     0.987     5.000
    -1.703    -1.947     0.262    -0.868    -0.192     0.519     0.001     0.000     0.053     0.427     1.000
     2.061    -0.078    -0.038    -0.398     0.210     0.003     0.058     0.000     0.917     0.022     4.000
    -1.488     0.906    -0.338     0.916    -0.895     0.958     0.003     0.000     0.018     0.019     1.000
    -0.090     0.020     1.462    -0.117    -0.694     0.002     0.000     0.000     0.049     0.948     5.000
     0.018    -0.964    -2.139    -1.055     1.114     0.010     0.068     0.921     0.001     0.000     3.000
    -1.058    -0.177    -0.038     0.540    -0.192     0.754     0.004     0.000     0.091     0.151     1.000
     0.340    -0.472     2.363     2.605     1.014     0.000     0.000     0.000     0.001     0.999     5.000
    -1.165     0.217    -0.438     2.229    -0.493     0.946     0.005     0.001     0.014     0.035     1.000
     0.018    -0.865     1.262    -0.117     0.913     0.004     0.000     0.000     0.111     0.885     5.000
    -1.703    -0.865     0.362    -0.023     0.110     0.575     0.000     0.000     0.049     0.375     1.000
    -0.520     0.315     0.262    -0.117    -0.091     0.331     0.004     0.000     0.380     0.285     4.000
     0.556     0.906    -0.138    -1.431    -1.900     0.073     0.201     0.000     0.688     0.038     4.000
    -2.564     1.693    -0.738     1.009    -1.397     0.997     0.001     0.001     0.001     0.001     1.000
    -0.090     0.315    -0.138     0.822     0.712     0.433     0.014     0.001     0.443     0.109     4.000
     0.771    -0.373    -0.638     0.446    -1.297     0.120     0.622     0.000     0.230     0.028     2.000
     0.448    -1.357     0.262    -0.023    -1.096     0.050     0.022     0.000     0.292     0.636     5.000
     0.878    -0.865    -1.538    -1.712     0.210     0.019     0.847     0.074     0.059     0.000     2.000
    -0.950     1.102    -0.338     0.728     0.913     0.866     0.003     0.003     0.111     0.017     1.000
    -0.090    -0.668     0.962     0.728    -0.292     0.012     0.000     0.000     0.061     0.927     5.000
    -0.735     0.512    -1.839    -0.774     0.813     0.105     0.043     0.848     0.004     0.000     3.000
    -0.197    -0.275     0.962     1.479    -1.297     0.012     0.000     0.000     0.022     0.966     5.000
     1.201     0.807    -0.438     0.822     1.014     0.066     0.078     0.001     0.839     0.015     4.000
    -0.197    -0.078     1.662     0.259     0.813     0.002     0.000     0.000     0.044     0.954     5.000
    -1.165    -0.668    -0.038    -0.962    -0.493     0.699     0.008     0.000     0.156     0.137     1.000
     0.340    -0.668     0.962     0.634     0.310     0.008     0.000     0.000     0.134     0.857     5.000
     1.309     0.020     0.362    -1.900     1.215     0.003     0.003     0.000     0.976     0.019     4.000
     0.018     0.709    -1.638     0.259    -0.996     0.176     0.738     0.071     0.015     0.000     2.000
    -0.413     1.594     0.162     0.540    -0.895     0.473     0.009     0.000     0.335     0.182     1.000
     0.018     1.594    -0.038    -0.492     0.009     0.214     0.016     0.000     0.733     0.037     4.000
    -0.305     1.397     0.162     0.446    -0.393     0.394     0.008     0.000     0.431     0.167     4.000
     0.125    -0.964     0.462    -1.055    -0.192     0.047     0.004     0.000     0.512     0.437     4.000
     0.986     0.610    -0.138    -1.149     0.612     0.022     0.027     0.000     0.938     0.012     4.000
     0.556    -0.472    -0.138     0.446     0.210     0.146     0.051     0.000     0.648     0.154     4.000
    -0.520    -0.373    -2.639    -0.398     1.516     0.001     0.003     0.996     0.000     0.000     3.000
     0.986     0.217    -0.238     0.352    -0.996     0.080     0.222     0.000     0.617     0.082     4.000
    -0.197     1.496     1.062    -1.431     0.511     0.023     0.000     0.000     0.717     0.259     4.000
    -0.413    -1.259     1.162    -1.806     0.009     0.009     0.000     0.000     0.163     0.828     5.000
     0.018     2.086     1.162    -0.305    -0.996     0.020     0.000     0.000     0.381     0.599     5.000
     0.233    -0.177     0.662    -0.774    -1.699     0.027     0.005     0.000     0.305     0.663     5.000
     0.233    -0.472    -0.038     1.103     0.712     0.247     0.016     0.000     0.474     0.263     4.000
    -1.058     0.807    -0.838     0.446    -0.091     0.930     0.021     0.012     0.034     0.003     1.000
     0.233    -0.275    -0.538    -0.023    -1.297     0.297     0.377     0.001     0.280     0.046     2.000
     0.233     1.102    -0.538    -0.586     0.310     0.252     0.090     0.003     0.646     0.008     4.000
     0.018     0.020     0.762     1.760    -0.091     0.033     0.000     0.000     0.085     0.882     5.000
     0.771     0.315    -0.038     0.446     1.616     0.062     0.009     0.000     0.879     0.050     4.000
     0.233     0.020     0.762     1.854    -0.895     0.020     0.000     0.000     0.062     0.917     5.000
    -1.381     0.709    -2.239     1.103     0.813     0.052     0.004     0.944     0.000     0.000     3.000
    -2.241    -0.078    -0.738     0.822    -0.594     0.992     0.001     0.003     0.002     0.002     1.000
     2.707    -0.570    -0.538    -0.492    -1.498     0.001     0.785     0.000     0.211     0.003     2.000
     1.093     0.610     1.062     2.136     1.215     0.004     0.000     0.000     0.246     0.750     5.000
     0.233    -1.160    -1.538     0.728    -2.302     0.048     0.945     0.003     0.003     0.000     2.000
    -0.520     0.807     0.162    -0.586     0.310     0.346     0.004     0.000     0.540     0.110     4.000
    -0.628     0.610    -0.438    -0.305     0.612     0.696     0.018     0.005     0.266     0.016     1.000
     0.771    -1.160     1.462     2.042     0.411     0.000     0.000     0.000     0.014     0.986     5.000
    -0.843     0.709     0.462     1.103    -0.594     0.348     0.001     0.000     0.109     0.542     5.000
    -0.197    -0.865     1.062    -0.962    -0.895     0.009     0.000     0.000     0.106     0.885     5.000
     0.771     1.102    -0.838    -1.900     0.511     0.055     0.230     0.009     0.706     0.001     4.000
    -1.058    -1.062     1.162     1.291     0.110     0.014     0.000     0.000     0.008     0.978     5.000
     0.340    -0.078     0.362    -0.492    -1.096     0.062     0.015     0.000     0.528     0.394     4.000
     1.201    -1.455     0.862    -0.398    -0.996     0.002     0.002     0.000     0.221     0.776     5.000
     0.986    -0.275    -0.338    -1.712    -1.096     0.028     0.296     0.000     0.659     0.017     4.000
     0.448     0.610     1.462     1.666    -1.900     0.001     0.000     0.000     0.014     0.985     5.000
    -1.918     3.267    -1.138    -0.023     1.114     0.891     0.001     0.101     0.007     0.000     1.000
    -0.305     0.906    -0.438    -1.431    -0.091     0.389     0.058     0.002     0.540     0.011     4.000
    -0.843    -1.160    -1.138     1.291    -0.393     0.859     0.087     0.036     0.013     0.005     1.000
    -0.090     0.906    -0.738     0.071     1.516     0.507     0.039     0.047     0.404     0.004     1.000
    -0.520    -1.652     0.762    -0.868     0.612     0.039     0.000     0.000     0.179     0.782     5.000
    -1.918    -0.177    -0.338    -1.055     1.616     0.934     0.001     0.010     0.048     0.007     1.000
     0.125     1.004     0.262     0.165     2.320     0.094     0.001     0.000     0.847     0.058     4.000
    -1.381    -2.242     2.363     1.291    -0.493     0.000     0.000     0.000     0.000     1.000     5.000
    -1.058     0.709     0.562    -0.117     0.210     0.361     0.000     0.000     0.239     0.400     5.000
     0.878     0.906     0.062    -0.586     2.721     0.015     0.001     0.000     0.975     0.008     4.000
     0.448    -0.767     0.862     1.197     0.913     0.010     0.000     0.000     0.153     0.836     5.000
    -0.735    -0.177     0.062     1.103     2.219     0.596     0.001     0.002     0.252     0.150     1.000
     0.771     2.283    -0.638     1.197     0.612     0.236     0.112     0.004     0.642     0.006     4.000
     0.878    -0.668     1.062     0.352     0.310     0.003     0.000     0.000     0.209     0.789     5.000
     0.233     0.119     0.062    -0.774     1.415     0.083     0.005     0.000     0.863     0.049     4.000
     1.739    -0.177     0.562     0.446     1.114     0.003     0.002     0.000     0.827     0.168     4.000
     0.556     0.217     0.262    -0.398    -0.192     0.051     0.013     0.000     0.760     0.176     4.000
     1.093     1.693     0.162    -2.369     0.009     0.005     0.009     0.000     0.981     0.005     4.000
    -0.197    -0.767     0.262     0.446    -0.393     0.174     0.006     0.000     0.232     0.588     5.000
    -0.628    -0.177    -1.438     0.916     1.315     0.413     0.036     0.537     0.014     0.000     3.000
     1.739    -0.275     0.462     0.446    -0.493     0.005     0.015     0.000     0.677     0.303     4.000
     0.340    -0.865    -1.138     0.259     0.210     0.267     0.534     0.057     0.138     0.004     2.000
    -0.843    -2.144    -0.038     0.165    -1.297     0.397     0.016     0.000     0.059     0.528     5.000
    -0.413    -0.177    -0.038     0.540     1.415     0.471     0.004     0.001     0.394     0.130     1.000
    -1.596    -2.144    -0.338    -0.586     1.315     0.888     0.002     0.009     0.052     0.049     1.000
     0.340    -0.177    -1.438    -1.243    -0.996     0.058     0.885     0.022     0.036     0.000     2.000
     0.340    -0.767     1.762     0.165    -1.196     0.000     0.000     0.000     0.011     0.989     5.000
     1.093     0.512    -0.238    -0.680     0.813     0.027     0.038     0.000     0.923     0.012     4.000
     0.340    -0.177    -1.839     0.634    -0.192     0.079     0.677     0.235     0.009     0.000     2.000
     0.878    -0.668    -1.038    -1.337    -0.091     0.044     0.699     0.010     0.245     0.001     2.000
    -0.520    -0.668     0.862     1.572     0.712     0.036     0.000     0.000     0.045     0.919     5.000
    -0.520    -0.078     0.662     1.385     1.014     0.119     0.000     0.000     0.136     0.744     5.000
    -0.090     0.807    -0.638    -0.868    -0.895     0.408     0.234     0.002     0.346     0.010     1.000
     1.954     0.119     0.362     1.385    -2.201     0.006     0.086     0.000     0.394     0.515     5.000
    -0.090    -0.570     0.962    -1.337     0.813     0.016     0.000     0.000     0.451     0.533     5.000
     0.448    -0.177     0.362    -0.211    -1.297     0.054     0.019     0.000     0.453     0.475     5.000
    -1.058     1.988    -0.738    -0.023     0.110     0.911     0.013     0.010     0.064     0.002     1.000
     0.448    -1.357     0.662     0.916    -1.196     0.010     0.001     0.000     0.063     0.925     5.000
     1.631    -0.275    -0.638     0.634     0.110     0.029     0.435     0.001     0.522     0.013     4.000
    -0.197    -0.472    -0.138    -1.337    -0.091     0.257     0.036     0.000     0.627     0.079     4.000
     1.309    -0.570     0.762    -0.586     1.415     0.002     0.001     0.000     0.805     0.192     4.000
    -0.735     2.283    -1.038    -0.117    -0.091     0.833     0.059     0.034     0.074     0.001     1.000
    -0.735    -0.472    -0.738     0.634    -0.594     0.861     0.064     0.005     0.051     0.018     1.000
    -0.628    -0.767    -0.838     1.291    -0.292     0.867     0.068     0.010     0.038     0.017     1.000
    -1.488    -0.964    -0.438    -0.492    -0.192     0.925     0.007     0.002     0.039     0.027     1.000
