"ID","Class","sex","age","final_education","X542690_00","X542700_00","X542710_00","X542720_00","X542730_00"
119,2,0,40,6,38.1000812758876,49.2876939735418,59.0004396418622,32.3987491431764,63.9897417399307
120,2,0,46,2,41.4692899958254,41.9836163976888,52.9523245811367,35.8801552008354,42.6593534667341
121,2,0,55,5,38.4192094062939,53.6948324256248,64.8259376383814,40.9327420380547,56.8871575655271
122,1,0,57,4,59.2184719261983,45.15350778131,64.6603819538324,39.0365345186927,61.0304342722741
123,1,0,53,4,58.2484086791847,48.5556423990403,54.6487796734541,63.060126217487,67.6468546820596
124,1,1,28,1,55.2411468735506,53.3765161898072,65.7733792130179,44.5495921902348,59.1250932674777
125,1,0,55,3,62.5215771421856,59.4197728690169,67.7701602957311,34.0744997678444,52.7062784299822
126,3,1,40,4,39.9810715401498,25.741962388373,59.2754001383446,37.7286441844574,58.2759126373423
127,1,0,47,4,45.4630140890129,51.1575232561292,52.1038775046063,35.9516017656593,65.0068459216074
128,1,0,46,3,65.467850560749,55.020232093877,70.2624264607703,46.4054013654779,45.0977406245063
129,1,0,50,4,63.5106130260632,39.143405492075,73.8352347067034,47.1027025268088,40.791338226047
130,2,0,45,2,34.908334626713,48.8450047990017,58.31529467852,43.2002885046555,51.363052939925
131,2,1,25,5,45.0485254915071,35.3746058368256,59.7292559495462,27.4032756678821,48.986413877473
132,3,1,54,1,39.840521772435,51.5120240973154,54.0924990306419,40.9864016187358,34.9590697618147
133,2,0,50,3,30.2924892945804,50.0578562568211,80.9369901556335,42.7940507248748,51.3232374746654
134,2,0,42,1,50.9012013118814,50.7024183599649,58.3157863856295,27.2100239724596,34.280038208644
135,2,0,46,2,49.4078829074141,46.1157546342963,53.1004716556007,48.5982907575737,51.3734898645882
136,2,1,47,5,49.4263073248692,52.209187473262,27.9049863736329,49.057537911849,45.1257877370389
137,3,1,48,4,49.7615254180123,53.4941162265163,36.2166188196336,59.69657425039,58.7288070161173
138,3,1,65,6,59.8246516439659,60.7299841236451,54.0679215926732,40.4103268863816,76.4693805527769
139,3,0,42,5,48.4559750448339,41.3228395620075,54.4755285381172,37.420601747662,38.9242283194453
140,2,1,47,2,44.2356415712647,27.3075912773408,61.3224695063394,42.8692725067419,61.2343058803727
141,1,0,59,6,50.4520074807872,52.3522080367519,69.8580813653834,45.6278960781027,66.8766470054511
142,2,0,58,2,51.2819720695882,48.5944896675998,52.6701710881545,23.363745021961,48.8278635326411
143,1,0,59,2,60.9001698657895,50.8572372228448,74.5750655337907,29.9598564722198,49.6098898853728
144,1,0,38,3,43.2031964729796,53.4963089662166,48.9418074855651,44.3021492988792,72.7283847752123
145,3,0,69,5,49.9569113115762,53.6854237161141,37.4986873546832,31.7703935749015,26.9399639994013
146,1,1,46,5,64.8726726016791,46.0061405586574,48.2521658693542,47.4926287255168,49.9248572924697
147,1,1,67,4,58.3171990876551,50.9472373827511,71.9075642902382,27.9991246406552,40.3947221197645
148,1,1,29,2,44.8157933240561,50.7827376704027,62.0049606919293,33.5117157092592,69.9484478284068
149,1,0,45,3,52.2405483157446,45.5982100680869,69.477815061846,35.0866490495513,53.3022622409066
150,2,0,60,1,64.1464854536198,47.9801390679059,51.787522941315,48.8745239895422,43.0286168058336
